transaction_id,terminal_id,amount_inr,customer_avg_spend_90d,card_age_days,transaction_hour,merchant_category,channel,card_type,city_tier,distance_from_home_km,device_trust_score,is_international,failed_pin_attempts_24h,txn_count_last_1h,merchant_risk_score,days_since_last_chargeback,batch_number,acquirer_code,pos_software_version,is_fraud
TXN65538182,T12410,1237.0,3384.66,208,11,utilities,online,debit,tier_1,1.7,0.549,0,0,3,0.069,46,393,1117,3.1,1
TXN36212596,T11203,2391.98,9021.72,216,9,grocery,in_store,debit,tier_1,,,0,0,2,0.22,50,15,1122,4.2,1
TXN63807888,T11549,190815.88,109759.78,633,21,utilities,online,debit,tier_2,2100.8,0.882,0,0,1,0.157,-1,396,1101,3.1,1
TXN91738923,T11355,7760.22,2358.2,183,17,grocery,in_store,credit,tier_1,5.6,,0,0,1,0.25,-1,280,1124,4.5,0
TXN40422069,T10711,10174.0,7710.11,120,20,utilities,contactless,debit,tier_1,4.5,,0,0,1,0.386,-1,236,1102,4.0,0
TXN96521023,T12371,740090.33,86372.75,581,15,restaurants,contactless,debit,tier_1,0.6,,0,0,4,0.113,470,406,1112,4.5,0
TXN43250183,T12285,2812.12,2801.37,304,20,grocery,contactless,prepaid,tier_1,3.4,,0,0,1,0.603,417,246,1113,4.2,0
TXN50126450,T10528,5769.0,3871.77,331,14,fuel,in_store,debit,tier_2,10.0,,0,0,1,0.385,-1,380,1120,3.1,0
TXN58202760,T10490,6731.0,,21,11,grocery,in_store,credit,tier_1,3.9,,0,0,1,0.472,172,153,1121,3.4,0
TXN86104671,T10665,564.0,1424.4,1009,17,electronics,in_store,debit,tier_3,24.8,,0,0,1,0.143,-1,253,1122,3.1,1
TXN47722063,T11776,11738.67,2063.27,233,22,gaming,online,credit,tier_3,25.8,0.729,0,0,1,0.352,-1,101,1104,4.5,1
TXN99523907,T10536,2046.75,1413.73,370,20,restaurants,in_store,debit,tier_1,,,0,0,6,0.234,-1,150,1113,4.2,1
TXN55313799,T10692,653.0,796.61,210,16,utilities,online,prepaid,tier_1,479.8,,0,0,2,0.378,-1,28,1114,4.5,0
TXN18034718,T11822,8901.52,1986.19,1900,8,gift_cards,online,credit,tier_1,1245.2,0.802,1,0,1,0.272,-1,185,1115,3.1,1
TXN12283402,T11717,6500.0,8522.75,1176,12,cash_withdrawal,atm,debit,tier_1,3.1,,0,0,1,0.238,-1,124,1104,4.5,0
TXN90349521,T10509,49431.0,46807.22,2543,16,home_improvement,online,debit,tier_1,10.2,,0,0,1,0.211,-1,212,1102,4.2,1
TXN36047081,T11503,798.0,2248.43,329,6,electronics,online,credit,tier_1,,0.827,0,0,1,0.362,-1,142,1110,4.5,1
TXN90906224,T11137,230.0,613.98,296,19,entertainment,online,debit,tier_2,150.3,0.668,0,0,1,0.353,176,165,1120,4.0,0
TXN99205848,T11729,500.0,18.1,720,10,crypto_exchange,online,debit,tier_2,2046.9,0.593,1,0,2,0.387,155,64,1101,4.2,1
TXN33407314,T11352,1021.3,1574.49,250,17,grocery,contactless,debit,tier_3,34.8,,0,1,3,0.211,58,34,1102,3.4,0
TXN39901266,T10511,6.0,22.29,151,8,grocery,in_store,credit,tier_2,68.4,,0,0,1,0.453,-1,99,1109,4.2,0
TXN32643484,T11439,1015.0,373.36,692,7,crypto_exchange,online,debit,tier_3,6.1,0.93,0,0,1,0.556,-1,355,1111,3.1,1
TXN29408571,T11203,500.0,90.03,96,9,entertainment,online,credit,tier_1,4.0,0.852,0,0,1,0.434,82,212,1103,4.5,1
TXN02684130,T10520,454.0,,2860,16,pharmacy,online,debit,tier_3,3.0,0.894,0,0,2,0.344,406,68,1117,4.5,0
TXN60734036,T11101,3491.0,5298.29,566,10,money_transfer,in_store,credit,tier_2,2.5,,0,0,1,0.457,14,477,1115,4.0,1
TXN37725218,T10838,800.0,321.77,184,15,cash_withdrawal,atm,debit,tier_2,33.3,,0,0,1,0.036,-1,297,1105,3.4,0
TXN19989572,T12255,8598.77,9522.63,255,10,gift_cards,online,credit,tier_1,7.3,,0,0,2,0.388,110,35,1103,4.2,1
TXN81591196,T11909,26221.0,18882.97,1136,17,grocery,in_store,credit,tier_1,2.1,,0,1,3,0.283,-1,196,1124,4.0,0
TXN39128331,T10034,486.08,1582.63,124,16,utilities,online,credit,tier_1,,,0,0,2,0.218,-1,64,1115,3.4,1
TXN07076700,T11280,9096.0,,89,18,gaming,online,credit,tier_2,19.0,,0,0,1,0.221,13,206,1112,3.4,1
TXN50022208,T11623,6209.0,1393.5,109,7,utilities,online,debit,tier_1,,,0,0,1,0.138,-1,367,1124,3.4,1
TXN79569970,T11276,3117.0,1933.31,408,14,travel,online,credit,tier_2,1455.1,0.634,0,0,2,0.102,-1,435,1104,3.1,1
TXN55912780,T10434,4896.04,5561.6,1598,18,jewellery,contactless,debit,tier_2,2.4,,0,0,2,0.517,-1,253,1102,4.2,0
TXN17550471,T10195,107.95,,51,20,travel,online,credit,tier_1,8.8,0.638,0,0,1,0.358,-1,383,1124,4.2,0
TXN64026297,T12180,316.12,1175.06,477,17,restaurants,contactless,debit,tier_2,4.0,,0,0,1,0.179,-1,148,1115,3.4,0
TXN16802596,T10283,1160.0,,82,23,electronics,in_store,credit,tier_2,6.1,,0,0,1,0.267,39,373,1104,3.1,1
TXN04249692,T10121,67.84,82.99,1061,17,money_transfer,in_store,prepaid,tier_3,4.8,,0,0,2,0.153,-1,34,1123,3.4,0
TXN74216557,T12047,262.86,860.49,655,18,utilities,online,credit,tier_1,3553.5,0.899,1,0,2,0.376,-1,449,1117,4.5,1
TXN60700385,T10341,979.0,,47,15,restaurants,in_store,credit,tier_2,1.1,,0,0,1,0.399,-1,398,1103,4.2,0
TXN17441660,T11923,10699.0,3739.71,386,18,home_improvement,in_store,debit,tier_1,0.7,,0,0,1,0.349,-1,40,1101,3.1,0
TXN61371996,T11414,15994.91,2922.62,410,23,restaurants,in_store,debit,tier_3,1.4,,0,0,3,0.235,-1,488,1120,3.4,0
TXN47608056,T10815,2100.0,2687.38,1652,16,cash_withdrawal,atm,debit,tier_1,5.0,,0,0,5,0.052,91,232,1102,4.0,0
TXN79437385,T11245,3554.0,7995.65,143,2,pharmacy,in_store,debit,tier_3,4.4,,0,0,3,0.669,-1,38,1112,3.1,1
TXN31649132,T11632,6672.48,495.93,1244,5,gaming,online,debit,tier_1,4.4,,0,0,4,0.25,-1,462,1114,3.4,1
TXN39966561,T11074,186.42,,60,20,electronics,online,credit,tier_2,20.6,0.875,0,0,1,0.226,2000,127,1110,4.2,1
TXN11882305,T10828,3671.0,944.23,107,9,gaming,online,debit,tier_2,,,0,0,2,0.465,70,254,1107,3.1,1
TXN35577878,T11765,1091.0,,34,20,grocery,in_store,credit,tier_2,6.2,,0,0,2,0.203,-1,108,1102,4.2,0
TXN43163528,T11611,113.0,,31,7,fuel,in_store,credit,tier_1,0.7,,0,0,1,0.552,-1,279,1119,4.2,0
TXN53073835,T11792,9198.57,,40,19,gift_cards,in_store,debit,tier_3,5.2,,0,0,1,0.03,-1,386,1110,3.4,0
TXN58478534,T11609,90.0,136.82,435,17,entertainment,online,credit,tier_2,10.9,0.958,0,0,2,0.45,111,350,1111,4.0,0
TXN00886543,T10259,1493.09,1257.38,101,11,money_transfer,online,debit,tier_2,3.3,0.493,0,0,1,0.778,-1,488,1124,4.5,1
TXN70122221,T10412,4956.0,1644.81,399,20,pharmacy,contactless,credit,tier_3,2.1,,0,0,1,0.148,-1,101,1112,4.5,0
TXN97137126,T12340,6500.0,34601.7,287,15,fuel,in_store,debit,tier_1,,,0,0,1,0.436,-1,418,1114,4.0,1
TXN74615845,T11061,768.0,2282.39,502,10,home_improvement,in_store,credit,tier_3,8.0,,0,0,1,0.098,-1,103,1120,4.5,1
TXN86159508,T10509,615.0,,33,12,fuel,online,debit,tier_1,,0.872,0,0,2,0.089,92,32,1103,3.1,0
TXN91330646,T11866,14435.0,7308.4,2423,17,restaurants,in_store,debit,tier_2,2.3,,0,0,1,0.158,-1,242,1101,3.1,0
TXN55576870,T11126,500.0,976.75,175,17,utilities,contactless,debit,tier_1,0.7,,0,0,2,0.529,-1,465,1112,4.5,1
TXN09207972,T10945,5722.0,9704.53,599,12,electronics,online,debit,tier_2,8.8,0.725,0,0,2,0.123,-1,125,1123,4.5,0
TXN07905434,T10728,713.0,1492.49,213,18,apparel,in_store,debit,tier_1,0.9,,0,0,2,0.161,164,53,1118,4.5,0
TXN69492280,T11730,2137.25,647.06,1478,8,entertainment,contactless,credit,tier_2,1.6,,0,0,1,0.039,-1,126,1122,3.4,0
TXN74947761,T11503,5929.0,1758.22,309,2,apparel,contactless,credit,tier_1,,,0,0,2,0.569,-1,116,1111,3.1,1
TXN92084640,T11133,11466.0,21743.01,191,21,money_transfer,online,credit,tier_2,74.5,,0,0,1,0.256,-1,211,1119,4.5,0
TXN04449911,T12199,47547.35,,50,13,crypto_exchange,online,credit,tier_2,1.5,0.545,0,0,1,0.057,-1,186,1122,4.2,1
TXN61642195,T11688,24875.91,31426.87,2592,21,apparel,online,credit,tier_1,59.3,0.451,0,0,1,0.106,-1,65,1122,4.2,1
TXN17826158,T10872,58000.0,35531.07,139,18,apparel,in_store,debit,tier_2,15.7,,0,0,2,0.255,608,303,1122,4.0,1
TXN13418739,T10569,2577.0,,353,10,grocery,contactless,debit,tier_1,2.0,,0,0,1,0.367,-1,39,1120,3.4,0
TXN33077463,T10165,588.33,,53,9,electronics,online,debit,tier_2,607.8,,0,0,1,0.306,-1,74,1123,3.1,0
TXN48073540,T12038,2668.74,3461.98,626,18,travel,online,debit,tier_3,30.8,,0,0,1,0.643,-1,270,1109,4.5,0
TXN97528058,T12094,78725.47,145905.61,955,19,grocery,online,debit,tier_1,3.9,,0,0,1,0.183,-1,17,1106,3.4,1
TXN46207188,T12126,3609.0,6896.31,415,8,grocery,in_store,credit,tier_1,0.4,,0,0,1,0.661,-1,154,1115,3.1,0
TXN17431038,T11836,2018.76,3740.22,397,13,grocery,in_store,debit,tier_1,5.9,,0,0,1,0.32,-1,257,1114,3.4,0
TXN93870125,T11550,300.0,955.15,220,12,cash_withdrawal,atm,debit,tier_1,2.2,,0,0,1,0.197,164,492,1101,4.5,0
TXN22086873,T10330,26342.14,,64,15,entertainment,in_store,debit,tier_3,5.6,,0,0,1,0.043,139,281,1111,4.5,0
TXN46476909,T11587,4742.0,4187.23,677,20,grocery,in_store,debit,tier_2,1.9,,0,0,3,0.507,-1,325,1118,4.5,1
TXN01792505,T10268,7696.42,7468.41,307,15,money_transfer,online,debit,tier_2,11.5,0.694,0,0,1,0.099,-1,236,1107,4.5,0
TXN89931092,T10076,116.31,70.96,165,9,grocery,in_store,debit,tier_3,2.4,,0,0,2,0.362,363,397,1111,4.0,0
TXN56663123,T12315,732.0,2912.64,2182,15,fuel,in_store,debit,tier_2,5.0,,0,0,1,0.416,-1,29,1108,4.2,0
TXN57085328,T10452,4056.9,4438.82,145,8,electronics,online,debit,tier_2,,0.852,0,0,1,0.558,-1,44,1102,4.0,1
TXN45720027,T11549,6234.91,8477.28,850,13,travel,online,debit,tier_3,,0.819,0,0,1,0.031,73,468,1122,4.5,1
TXN59034964,T12173,1084.8,1178.75,2751,12,gaming,online,credit,tier_1,12.2,,0,0,1,0.288,74,9,1123,4.5,1
TXN88904783,T12443,2437.56,755.9,2229,15,gift_cards,online,debit,tier_1,163.1,0.74,0,0,1,0.263,225,53,1115,3.4,1
TXN13557706,T10966,404.69,644.42,521,7,crypto_exchange,online,debit,tier_3,1456.3,0.707,1,0,1,0.379,678,150,1101,4.0,0
TXN68510126,T12169,1500.0,,65,22,cash_withdrawal,atm,credit,tier_1,0.8,,0,0,1,0.257,57,487,1122,4.5,0
TXN03331476,T11474,2701.0,5521.68,304,15,entertainment,online,credit,tier_1,0.2,0.826,0,0,1,0.163,-1,405,1105,3.4,1
TXN72339009,T10911,215.0,1036.14,96,11,grocery,contactless,credit,tier_3,0.8,,0,0,1,0.118,-1,107,1123,4.2,0
TXN59983728,T12431,474.0,845.58,4000,11,apparel,online,debit,tier_2,1.9,0.893,0,0,2,0.293,-1,463,1105,3.4,0
TXN35841340,T12105,2626.71,2923.52,701,13,restaurants,contactless,prepaid,tier_1,2.0,,0,0,3,0.037,-1,387,1114,4.5,0
TXN05148184,T11436,12152.9,7907.29,366,20,grocery,contactless,prepaid,tier_2,1.9,,0,0,1,0.084,251,180,1114,4.2,0
TXN30389208,T11046,8249.5,3732.94,335,11,home_improvement,in_store,debit,tier_3,6.6,,0,0,2,0.213,69,497,1112,4.5,0
TXN86741481,T11030,3170.63,4260.59,287,16,grocery,contactless,credit,tier_1,4.3,,0,0,1,0.429,58,19,1104,3.4,0
TXN72725014,T11870,1742.0,6381.5,97,19,home_improvement,contactless,debit,tier_2,,,0,1,2,0.668,29,268,1113,4.0,1
TXN57088174,T12495,75.99,373.22,618,11,money_transfer,online,debit,tier_1,27.0,0.921,0,0,1,0.458,48,372,1123,4.2,1
TXN35434597,T12347,618.46,958.81,1594,18,utilities,online,debit,tier_2,27.6,0.971,0,0,2,0.347,286,82,1124,3.1,0
TXN38278565,T10515,279.9,205.39,203,18,travel,online,debit,tier_3,320.0,0.908,0,0,1,0.085,-1,443,1118,3.1,0
TXN41044333,T10427,2500.0,2199.25,244,8,grocery,in_store,credit,tier_2,7.6,,0,0,3,0.047,-1,258,1115,4.5,0
TXN21668338,T11565,1600.0,1433.17,328,18,cash_withdrawal,atm,credit,tier_1,0.8,,0,0,1,0.436,-1,212,1116,4.0,0
TXN76139208,T10347,6320.46,1456.01,1728,22,grocery,in_store,credit,tier_1,2.1,,0,0,5,0.251,-1,135,1113,4.5,0
TXN13514011,T11509,4086.78,,99,15,restaurants,contactless,debit,tier_2,3.4,,0,0,3,0.15,610,49,1104,3.4,1
TXN95476412,T10309,386.0,,61,11,grocery,in_store,debit,tier_3,1.2,,0,0,1,0.331,134,403,1117,4.2,0
TXN97247687,T11333,680.0,2623.21,789,10,apparel,in_store,debit,tier_1,1.4,,0,0,1,0.347,-1,142,1109,4.5,1
TXN23259525,T12186,8735.0,3419.0,1493,15,electronics,online,debit,tier_1,1546.8,0.832,1,0,2,0.221,129,315,1123,3.1,1
TXN30203021,T11849,9337.46,2732.65,463,20,electronics,contactless,debit,tier_2,18.9,,0,1,2,0.245,-1,82,1108,4.2,1
TXN32091654,T12053,3116.94,8785.59,547,15,crypto_exchange,online,debit,tier_3,60.5,,0,0,1,0.176,-1,151,1121,3.4,1
TXN70825654,T12206,1800.0,4926.03,714,9,cash_withdrawal,atm,debit,tier_1,1.0,,0,0,5,0.331,36,327,1114,4.5,1
TXN95091025,T10633,66.0,164.8,317,16,travel,online,credit,tier_2,240.0,0.859,0,0,1,0.168,-1,284,1120,4.0,0
TXN61497253,T10584,202.46,495.15,127,23,electronics,online,debit,tier_1,0.8,0.581,0,0,3,0.486,-1,33,1103,4.2,1
TXN19907484,T12196,78542.96,102368.65,465,15,entertainment,online,debit,tier_2,96.4,,0,0,1,0.428,69,126,1117,4.5,1
TXN85165126,T10018,4671.16,3354.94,332,14,grocery,in_store,debit,tier_1,6.0,,0,0,4,0.297,121,58,1105,4.5,0
TXN36969759,T10585,38903.6,8032.45,708,13,electronics,online,debit,tier_2,32.2,0.312,0,0,3,0.156,-1,10,1104,3.1,1
TXN21623891,T10146,2373.0,1097.35,131,15,home_improvement,online,debit,tier_3,1.8,0.646,0,0,2,0.197,-1,416,1124,4.2,1
TXN88244555,T10004,958.0,1498.01,1749,22,money_transfer,online,credit,tier_1,59.6,0.553,0,0,1,0.185,-1,164,1124,4.5,1
TXN83031088,T12039,14000.0,23507.0,876,12,fuel,contactless,debit,tier_1,14.3,,0,0,1,0.558,-1,437,1122,4.2,0
TXN25140326,T10085,5045.61,7382.13,120,21,money_transfer,online,credit,tier_2,,,0,0,1,0.118,-1,267,1123,4.2,1
TXN69151534,T12339,4841.12,6445.15,1763,14,fuel,in_store,debit,tier_2,3.5,,0,0,1,0.241,-1,468,1109,3.1,0
TXN03705487,T10011,78998.14,,346,17,grocery,in_store,prepaid,tier_3,1.1,,0,0,1,0.188,58,427,1113,3.4,0
TXN24869375,T12436,7514.0,4381.53,1368,16,home_improvement,in_store,debit,tier_2,1.1,,0,0,2,0.166,73,48,1116,3.4,0
TXN44615495,T12034,963.0,391.55,346,19,restaurants,in_store,debit,tier_3,2.1,,0,0,1,0.521,-1,172,1116,3.4,0
TXN97383832,T10996,1500.0,1316.47,319,15,apparel,in_store,debit,tier_3,3.8,,0,0,1,0.444,-1,382,1121,4.0,0
TXN30758345,T11933,321.56,695.45,979,12,pharmacy,in_store,debit,tier_2,2.7,,0,0,2,0.423,-1,362,1101,4.2,0
TXN69831459,T12263,410.33,362.05,173,23,fuel,contactless,credit,tier_2,2.4,,0,0,2,0.277,24,319,1102,4.5,1
TXN62955046,T12134,1968.0,,726,15,gaming,online,debit,tier_1,114.1,0.851,0,0,1,0.18,-1,365,1106,4.5,1
TXN48590654,T12393,143.33,277.94,134,12,jewellery,contactless,credit,tier_1,4.5,,0,0,1,0.241,-1,120,1101,4.5,0
TXN52666318,T10067,8540.0,12006.74,303,12,restaurants,online,debit,tier_1,,0.738,1,0,4,0.211,129,133,1114,4.0,1
TXN72340424,T11471,19618.24,17552.09,280,21,restaurants,contactless,debit,tier_3,1646.3,,1,0,3,0.05,205,50,1113,4.2,1
TXN93417735,T12198,1060.51,8697.5,406,19,electronics,online,credit,tier_2,13.3,0.502,0,0,1,0.671,-1,228,1102,4.0,0
TXN07739057,T11299,3328.15,6158.29,288,17,utilities,online,debit,tier_3,60.0,0.679,0,0,1,0.286,780,109,1106,4.5,0
TXN14952427,T11780,2497.65,,45,11,travel,online,debit,tier_1,3.9,0.728,0,0,1,0.671,-1,417,1117,3.4,1
TXN13943919,T12100,40105.8,17547.83,225,21,gift_cards,in_store,debit,tier_1,16.1,,0,0,2,0.262,-1,303,1107,4.5,1
TXN78506728,T10475,230854.44,115999.1,332,22,gaming,contactless,credit,tier_1,14.2,,0,0,2,0.028,949,245,1106,3.4,1
TXN09317242,T11269,44.0,,38,10,entertainment,online,credit,tier_3,66.3,0.606,0,0,2,0.626,-1,344,1117,3.1,1
TXN58620497,T10404,1353.08,826.61,888,16,electronics,in_store,credit,tier_1,6.7,,0,1,1,0.569,33,456,1118,3.4,1
TXN69170410,T11438,156837.0,247600.37,1474,12,fuel,contactless,debit,tier_1,12.4,,0,0,2,0.168,-1,335,1113,4.0,0
TXN50198893,T10196,129.9,1065.64,937,15,gaming,online,credit,tier_2,49.9,0.893,0,0,3,0.276,-1,372,1120,4.0,0
TXN31641158,T11722,5045.43,1866.2,1734,20,restaurants,in_store,credit,tier_1,5.1,,0,0,2,0.186,-1,114,1106,4.5,0
TXN31290186,T11708,7500.0,14702.78,91,5,utilities,online,debit,tier_1,0.5,0.489,0,0,1,0.308,-1,109,1114,4.5,0
TXN98817291,T10173,23580.0,,59,22,entertainment,online,debit,tier_2,41.3,0.83,0,0,1,0.284,68,132,1111,4.0,1
TXN07771203,T10891,1875.97,,857,18,restaurants,contactless,debit,tier_1,2.5,,0,0,2,0.167,356,284,1123,3.1,0
TXN42632037,T11776,2411.0,1033.89,1528,21,gaming,online,debit,tier_2,4.6,,0,0,1,0.562,-1,106,1113,4.5,1
TXN61528432,T11397,179.0,298.75,2319,14,entertainment,online,credit,tier_3,25.4,,0,0,1,0.197,-1,397,1102,4.5,1
TXN51859587,T11616,13153.09,20810.07,194,15,money_transfer,online,debit,tier_1,,0.726,0,0,1,0.244,-1,184,1104,4.0,1
TXN04227579,T10900,6641.0,3436.66,592,16,restaurants,in_store,debit,tier_2,,,0,0,1,0.3,-1,473,1101,4.0,0
TXN68920836,T12249,2872.27,4322.45,257,21,travel,online,credit,tier_3,8.1,,0,0,1,0.221,-1,168,1101,4.5,0
TXN97250023,T11337,46.0,119.17,888,9,fuel,in_store,credit,tier_3,3.6,,0,0,2,0.183,100,372,1120,3.1,1
TXN63083668,T11313,11800.0,10128.53,3651,23,cash_withdrawal,atm,debit,tier_1,4.4,,0,0,2,0.311,-1,183,1103,4.5,0
TXN06435642,T11309,4676.0,2968.47,160,13,apparel,contactless,credit,tier_2,2.3,,0,0,1,0.024,-1,136,1113,4.2,0
TXN95591847,T12172,7730.0,3293.69,102,23,gift_cards,online,credit,tier_3,11.7,0.895,0,0,2,0.269,222,302,1113,4.0,1
TXN48142161,T12110,1356.8,636.39,200,22,apparel,online,debit,tier_1,21.4,0.787,0,0,1,0.545,59,189,1122,4.2,1
TXN69553156,T11315,69.0,,13,10,entertainment,online,debit,tier_2,1313.5,0.548,1,0,1,0.411,-1,118,1116,4.0,1
TXN58862198,T11593,8000.0,,54,18,cash_withdrawal,atm,debit,tier_2,1.2,,0,0,1,0.486,-1,235,1102,4.0,0
TXN90551728,T11128,171.0,199.32,293,14,fuel,in_store,prepaid,tier_2,0.3,,0,0,2,0.511,-1,48,1104,3.1,1
TXN06630048,T11876,10272.0,40791.93,551,15,gaming,online,credit,tier_3,6.6,,0,0,2,0.296,1037,387,1105,3.4,1
TXN23536002,T10764,7215.0,2882.7,175,9,electronics,in_store,debit,tier_1,34.0,,0,0,2,0.378,-1,37,1104,3.4,1
TXN54193625,T10883,49659.0,15518.28,541,8,travel,online,debit,tier_3,2.4,,0,0,4,0.215,-1,331,1119,3.1,0
TXN65148307,T11230,1164.0,1935.09,178,16,pharmacy,contactless,credit,tier_1,7.0,,0,0,1,0.235,-1,282,1106,4.5,0
TXN03288406,T10436,7100.0,4690.2,2286,10,cash_withdrawal,atm,debit,tier_3,1.2,,0,0,1,0.3,209,239,1122,4.2,0
TXN86386002,T10018,348.0,,87,19,crypto_exchange,in_store,debit,tier_3,1.2,,0,0,7,0.225,-1,481,1106,4.5,1
TXN95479715,T11884,614.01,610.51,264,12,pharmacy,contactless,credit,tier_1,,,0,0,3,0.16,-1,396,1108,4.0,0
TXN30042513,T10789,6944.0,,831,12,utilities,online,debit,tier_2,24.6,0.855,0,0,1,0.225,-1,439,1103,4.5,1
TXN56477868,T11383,434.0,631.2,469,8,electronics,online,credit,tier_2,,0.879,0,0,4,0.391,311,268,1101,3.1,1
TXN11949912,T12158,36722.0,22059.8,890,12,apparel,in_store,credit,tier_1,,,0,0,1,0.124,-1,496,1101,3.4,0
TXN78035970,T11899,465.0,970.96,90,13,fuel,online,debit,tier_1,781.3,0.509,1,0,5,0.197,-1,342,1119,3.1,1
TXN74062461,T11465,392.17,280.72,182,7,gift_cards,in_store,debit,tier_3,,,0,0,4,0.303,-1,211,1118,4.2,1
TXN50235639,T11817,130252.2,,20,13,travel,online,debit,tier_2,198.5,0.676,0,0,1,0.118,-1,270,1118,3.1,1
TXN93872309,T10002,546.0,690.07,1489,18,utilities,online,credit,tier_1,2.9,,0,0,5,0.035,-1,41,1101,4.0,0
TXN65781796,T11554,9224.0,35833.98,192,12,utilities,online,debit,tier_2,8.1,0.95,0,0,1,0.384,-1,194,1123,3.4,0
TXN76789685,T11076,1459.0,396.86,1067,19,home_improvement,in_store,debit,tier_3,2.1,,0,0,1,0.211,-1,72,1112,3.1,0
TXN62462135,T12335,17204.74,15683.15,340,23,restaurants,in_store,debit,tier_1,1.6,,0,1,1,0.095,-1,17,1120,3.4,0
TXN44173781,T12045,500.0,291.52,90,12,home_improvement,online,debit,tier_3,3.6,,0,0,4,0.396,-1,499,1103,4.2,1
TXN34322851,T11744,654.3,1602.83,183,17,grocery,contactless,debit,tier_1,3.0,,0,0,1,0.219,-1,143,1122,3.4,0
TXN79194504,T11838,183.0,,32,14,pharmacy,in_store,credit,tier_2,6.1,,0,0,1,0.135,167,140,1104,3.1,0
TXN19669198,T10666,963.0,230.82,1390,17,jewellery,contactless,debit,tier_2,9.0,,0,0,1,0.259,-1,200,1113,3.4,1
TXN31764325,T11620,1313.73,3757.06,195,22,grocery,contactless,credit,tier_1,2.5,,0,0,2,0.588,-1,296,1112,4.2,1
TXN41126349,T12309,350.8,2136.89,561,18,travel,online,credit,tier_2,27.5,0.695,0,0,2,0.547,-1,54,1124,4.0,0
TXN01727581,T11442,12255.0,12090.68,120,19,travel,in_store,credit,tier_1,2.1,,0,0,1,0.45,-1,39,1102,3.1,0
TXN24391166,T11976,1742.0,1092.36,291,8,electronics,online,debit,tier_1,68.1,,0,0,3,0.15,-1,196,1119,3.4,1
TXN33365157,T11867,160400.0,134338.9,345,21,cash_withdrawal,atm,debit,tier_2,16.8,,0,0,1,0.458,-1,195,1104,3.4,0
TXN23139639,T12221,50964.7,20104.7,119,8,jewellery,in_store,credit,tier_2,,,0,0,2,0.342,-1,377,1123,4.5,1
TXN07616189,T10585,16825.23,,36,16,restaurants,in_store,debit,tier_1,4.2,,0,0,1,0.217,-1,167,1116,3.1,0
TXN96532844,T11279,5265.5,,85,20,fuel,contactless,credit,tier_3,12.6,,0,1,2,0.298,-1,437,1115,4.2,1
TXN95200283,T10742,17709.44,31337.44,814,20,grocery,in_store,credit,tier_2,5.6,,0,0,2,0.192,-1,481,1106,3.1,0
TXN26575401,T10227,16281.0,4050.99,170,14,entertainment,online,debit,tier_2,,,0,0,1,0.159,-1,410,1113,4.2,1
TXN04529270,T11569,11139.5,19396.7,186,16,electronics,in_store,debit,tier_2,2.5,,0,0,2,0.123,490,206,1112,4.5,0
TXN53748441,T10996,358.41,1173.86,2653,12,home_improvement,in_store,debit,tier_3,12.8,,0,0,1,0.171,-1,236,1110,3.4,1
TXN62146715,T11857,10000.0,3503.55,3215,19,money_transfer,online,credit,tier_2,,0.713,0,0,1,0.145,-1,423,1103,4.5,1
TXN46083590,T11083,64.0,,26,11,pharmacy,contactless,debit,tier_1,,,0,0,1,0.337,15,344,1107,4.0,0
TXN24451123,T10809,4122.55,1479.64,399,9,grocery,contactless,debit,tier_2,0.6,,0,0,1,0.346,-1,48,1118,3.1,0
TXN55767393,T11085,1100.0,669.47,2011,17,cash_withdrawal,atm,prepaid,tier_2,8.2,,0,0,1,0.46,-1,165,1121,4.5,0
TXN52485795,T11483,43356.0,120696.16,126,21,fuel,online,credit,tier_3,3.8,0.863,0,0,1,0.039,-1,172,1124,4.5,0
TXN94348115,T10533,12873.0,5425.59,355,17,electronics,online,prepaid,tier_2,1487.3,,1,0,3,0.336,158,389,1119,3.4,1
TXN34655477,T12374,2982.0,,82,21,electronics,in_store,credit,tier_1,,,0,0,1,0.623,115,81,1121,3.4,1
TXN44676123,T12272,486.0,441.71,613,11,apparel,in_store,credit,tier_1,2.1,,0,0,2,0.375,613,472,1118,4.0,0
TXN98661733,T10368,5526.03,1258.96,276,8,restaurants,in_store,debit,tier_2,1.9,,0,0,1,0.309,37,303,1113,4.0,0
TXN70382033,T11704,2503.45,2259.06,193,19,utilities,online,credit,tier_1,2.0,,0,0,1,0.273,-1,111,1101,3.1,0
TXN33696947,T10741,2426.87,1838.78,429,5,travel,in_store,debit,tier_1,5.6,,0,0,1,0.27,-1,300,1111,4.0,0
TXN23236542,T12344,17841.0,34721.12,642,9,fuel,in_store,credit,tier_2,6.6,,0,0,1,0.139,66,119,1102,3.4,1
TXN64559413,T10843,5411.0,5055.91,90,6,apparel,in_store,debit,tier_1,9.1,,0,0,4,0.337,42,275,1113,4.2,1
TXN88276092,T11611,1600.0,349.79,401,9,cash_withdrawal,atm,prepaid,tier_1,3.7,,0,0,2,0.414,-1,464,1119,4.0,1
TXN61199745,T10104,66456.8,17155.13,1375,0,electronics,contactless,credit,tier_1,1.4,,0,0,1,0.231,-1,394,1108,4.0,1
TXN25880726,T10166,13939.04,6752.8,2898,5,apparel,contactless,credit,tier_1,0.7,,0,0,1,0.415,60,77,1116,3.1,0
TXN92918453,T10314,437.0,,52,13,apparel,in_store,debit,tier_1,6.5,,0,0,1,0.052,24,437,1118,3.1,0
